id,rep,ms,variant,move,gap_cp,raw_cp_gap,effort_or_depth,iteration_unit,seldepth,pv_plies,nodes,elapsed_ms,fallback,stop,reductions,researches,max_legal_width
3,0,300,tempo,P*8f,,27576,3,effort_steps_4,17,4,140680,300.098,False,time_limit,22074,12,198
3,0,300,baseline,P*8f,,27576,4,plies,12,4,150851,300.1,False,time_limit,0,0,0
3,0,300,history,P*8f,,27576,4,plies,12,4,147485,300.105,False,time_limit,0,0,0
3,0,300,adaptive,P*8f,,27576,3,effort_steps_4,17,4,136255,300.091,False,time_limit,19598,12,198
3,1,300,clipped,P*8f,,27576,3,effort_steps_4,17,4,138079,300.096,False,time_limit,20255,12,198
3,1,300,tempo,P*8f,,27576,3,effort_steps_4,17,4,138161,300.122,False,time_limit,20920,12,198
3,1,300,baseline,P*8f,,27576,4,plies,12,4,148193,300.107,False,time_limit,0,0,0
3,1,300,history,P*8f,,27576,4,plies,12,4,155425,300.147,False,time_limit,0,0,0
3,1,300,adaptive,P*8f,,27576,3,effort_steps_4,17,4,144228,300.099,False,time_limit,22637,12,198
3,1,300,blend,P*8f,,27576,3,effort_steps_4,17,4,141358,300.098,False,time_limit,21619,12,198
4,0,1000,clipped,1f1e,0,0,5,effort_steps_4,26,10,389484,1000.104,False,time_limit,167067,53,158
4,0,1000,tempo,1f1e,0,0,5,effort_steps_4,27,6,420576,1000.09,False,time_limit,181822,29,162
4,0,1000,baseline,P*3d,49,49,5,plies,13,6,394609,1000.112,False,time_limit,0,0,0
4,0,1000,history,1f1e,0,0,6,plies,14,6,435750,1000.11,False,time_limit,10932,0,0
4,0,1000,adaptive,1f1e,0,0,5,effort_steps_4,28,8,421197,1000.374,False,time_limit,158255,85,162
4,0,1000,blend,1f1e,0,0,5,effort_steps_4,26,10,435140,1000.098,False,time_limit,184334,56,158
4,1,1000,tempo,1f1e,0,0,5,effort_steps_4,27,6,395610,1000.106,False,time_limit,168226,29,162
4,1,1000,baseline,P*3d,49,49,5,plies,13,6,437266,1000.099,False,time_limit,0,0,0
4,1,1000,history,1f1e,0,0,6,plies,14,6,433754,1002.539,False,time_limit,10860,0,0
4,1,1000,adaptive,1f1e,0,0,5,effort_steps_4,28,8,431165,1000.287,False,time_limit,162468,86,162
4,1,1000,blend,1f1e,0,0,5,effort_steps_4,26,10,422183,1000.1,False,time_limit,179600,56,158
4,1,1000,clipped,1f1e,0,0,5,effort_steps_4,26,10,388209,1000.095,False,time_limit,166281,53,158
4,0,300,clipped,1f1e,0,0,5,effort_steps_4,21,10,133984,300.089,False,time_limit,64126,22,152
