id,budget,variant,gapCp,deltaGapCp,completedDepth,nodes,elapsedMs,move,fallback
13,{'nodes': 12000},policy1,0,0,2,12000,68.122,2h5h,False
13,{'nodes': 12000},policy4,0,0,2,12000,101.83,2h5h,False
13,{'nodes': 12000},policy16,0,0,2,12000,60.517,2h5h,False
13,{'nodes': 12000},lmr,0,0,2,12000,56.91,2h5h,False
13,{'nodes': 12000},policy4lmr,0,0,2,12000,68.593,2h5h,False
13,{'nodes': 12000},base,0,0,2,12000,80.743,2h5h,False
14,{'nodes': 12000},policy4,0,0,3,12000,132.831,7a6b,False
14,{'nodes': 12000},policy16,0,0,3,12000,99.186,7a6b,False
14,{'nodes': 12000},lmr,0,0,4,12000,66.571,7a6b,False
14,{'nodes': 12000},policy4lmr,0,0,4,12000,72.479,7a6b,False
14,{'nodes': 12000},base,0,0,3,12000,73.67,7a6b,False
14,{'nodes': 12000},policy1,0,0,3,12000,72.907,7a6b,False
15,{'nodes': 12000},policy16,1264,0,3,12000,78.373,3c4d,False
15,{'nodes': 12000},lmr,0,-1264,4,12000,67.07,2d2e,False
15,{'nodes': 12000},policy4lmr,0,-1264,4,12000,66.66,2d2e,False
15,{'nodes': 12000},base,1264,0,3,12000,65.511,3c4d,False
15,{'nodes': 12000},policy1,1264,0,3,12000,66.482,3c4d,False
15,{'nodes': 12000},policy4,1264,0,3,12000,75.133,3c4d,False
16,{'nodes': 12000},lmr,0,0,3,12000,62.369,5e5d,False
16,{'nodes': 12000},policy4lmr,0,0,4,12000,76.892,5e5d,False
16,{'nodes': 12000},base,0,0,3,12000,62.753,5e5d,False
16,{'nodes': 12000},policy1,0,0,3,12000,67.437,5e5d,False
16,{'nodes': 12000},policy4,0,0,3,12000,67.433,5e5d,False
16,{'nodes': 12000},policy16,0,0,3,12000,68.182,5e5d,False
17,{'nodes': 12000},policy4lmr,0,0,4,12000,90.193,2h2d,False
17,{'nodes': 12000},base,0,0,3,12000,69.963,2h2d,False
17,{'nodes': 12000},policy1,0,0,3,12000,73.142,2h2d,False
17,{'nodes': 12000},policy4,0,0,3,12000,70.123,2h2d,False
17,{'nodes': 12000},policy16,0,0,3,12000,69.905,2h2d,False
17,{'nodes': 12000},lmr,0,0,4,12000,64.476,2h2d,False
18,{'nodes': 12000},base,10,0,3,12000,61.823,3g3f,False
18,{'nodes': 12000},policy1,10,0,3,12000,68.623,3g3f,False
18,{'nodes': 12000},policy4,10,0,3,12000,79.16,3g3f,False
18,{'nodes': 12000},policy16,10,0,3,12000,87.489,3g3f,False
18,{'nodes': 12000},lmr,10,0,4,12000,61.928,3g3f,False
18,{'nodes': 12000},policy4lmr,10,0,4,12000,71.505,3g3f,False
19,{'nodes': 12000},policy1,31,0,3,12000,82.011,6b6c,False
19,{'nodes': 12000},policy4,31,0,3,12000,83.056,6b6c,False
19,{'nodes': 12000},policy16,31,0,3,12000,103.716,6b6c,False
19,{'nodes': 12000},lmr,0,-31,3,12000,76.999,8a7c,False
19,{'nodes': 12000},policy4lmr,31,0,3,12000,108.225,6b6c,False
19,{'nodes': 12000},base,31,0,3,12000,92.568,6b6c,False
20,{'nodes': 12000},policy4,618,0,4,12000,126.614,5f8f,False
20,{'nodes': 12000},policy16,618,0,4,12000,74.204,5f8f,False
20,{'nodes': 12000},lmr,618,0,4,12000,69.417,5f8f,False
20,{'nodes': 12000},policy4lmr,618,0,4,12000,94.593,5f8f,False
20,{'nodes': 12000},base,618,0,4,12000,70.442,5f8f,False
20,{'nodes': 12000},policy1,618,0,4,12000,82.472,5f8f,False
21,{'nodes': 12000},policy16,127,0,3,12000,75.894,4c4d,False
21,{'nodes': 12000},lmr,127,0,3,12000,68.825,4c4d,False
21,{'nodes': 12000},policy4lmr,127,0,3,12000,81.14,4c4d,False
21,{'nodes': 12000},base,127,0,3,12000,76.726,4c4d,False
21,{'nodes': 12000},policy1,127,0,3,12000,105.393,4c4d,False
21,{'nodes': 12000},policy4,127,0,3,12000,70.344,4c4d,False
22,{'nodes': 12000},lmr,0,0,4,12000,65.062,3g3f,False
22,{'nodes': 12000},policy4lmr,0,0,4,12000,76.111,3g3f,False
22,{'nodes': 12000},base,0,0,4,12000,68.793,3g3f,False
22,{'nodes': 12000},policy1,0,0,4,12000,82.314,3g3f,False
22,{'nodes': 12000},policy4,0,0,4,12000,73.466,3g3f,False
22,{'nodes': 12000},policy16,0,0,4,12000,75.17,3g3f,False
23,{'nodes': 12000},policy4lmr,0,0,4,12000,90.245,7c7d,False
23,{'nodes': 12000},base,0,0,3,12000,67.37,7c7d,False
23,{'nodes': 12000},policy1,0,0,3,12000,70.907,7c7d,False
23,{'nodes': 12000},policy4,0,0,3,12000,78.024,7c7d,False
23,{'nodes': 12000},policy16,0,0,3,12000,69.897,7c7d,False
23,{'nodes': 12000},lmr,0,0,4,12000,65.898,7c7d,False
0,{'nodes': 48000},base,65,0,4,48000,384.928,4i5h,False
0,{'nodes': 48000},policy1,65,0,4,48000,424.556,4i5h,False
0,{'nodes': 48000},policy4,65,0,4,48000,366.17,4i5h,False
0,{'nodes': 48000},policy16,65,0,4,48000,332.131,4i5h,False
0,{'nodes': 48000},lmr,65,0,5,48000,283.222,4i5h,False
0,{'nodes': 48000},policy4lmr,65,0,5,48000,376.002,4i5h,False
1,{'nodes': 48000},policy1,0,0,4,48000,282.97,8g8f,False
1,{'nodes': 48000},policy4,0,0,4,48000,291.723,8g8f,False
1,{'nodes': 48000},policy16,0,0,4,48000,271.071,8g8f,False
1,{'nodes': 48000},lmr,0,0,5,48000,229.046,8g8f,False
1,{'nodes': 48000},policy4lmr,0,0,5,48000,263.933,8g8f,False
1,{'nodes': 48000},base,0,0,4,48000,223.129,8g8f,False
2,{'nodes': 48000},policy4,224,0,4,48000,364.508,3i4h,False
2,{'nodes': 48000},policy16,224,0,4,48000,332.453,3i4h,False
2,{'nodes': 48000},lmr,0,-224,5,48000,278.516,2i3g,False
2,{'nodes': 48000},policy4lmr,224,0,5,48000,318.298,3i4h,False
2,{'nodes': 48000},base,224,0,4,48000,332.548,3i4h,False
2,{'nodes': 48000},policy1,224,0,4,48000,338.958,3i4h,False
3,{'nodes': 48000},policy16,0,0,4,48000,306.571,7g6h,False
3,{'nodes': 48000},lmr,60,60,6,48000,353.379,6g6f,False
3,{'nodes': 48000},policy4lmr,60,60,6,48000,386.744,6g6f,False
3,{'nodes': 48000},base,0,0,4,48000,345.887,7g6h,False
3,{'nodes': 48000},policy1,0,0,4,48000,323.712,7g6h,False
3,{'nodes': 48000},policy4,0,0,4,48000,321.251,7g6h,False
4,{'nodes': 48000},lmr,0,0,4,48000,262.855,4b3b,False
4,{'nodes': 48000},policy4lmr,0,0,4,48000,349.147,4b3b,False
4,{'nodes': 48000},base,0,0,4,48000,294.559,4b3b,False
4,{'nodes': 48000},policy1,0,0,4,48000,308.071,4b3b,False
4,{'nodes': 48000},policy4,0,0,4,48000,306.877,4b3b,False
4,{'nodes': 48000},policy16,0,0,4,48000,284.841,4b3b,False
5,{'nodes': 48000},policy4lmr,0,0,4,48000,340.728,7h7e,False
5,{'nodes': 48000},base,0,0,4,48000,320.298,7h7e,False
5,{'nodes': 48000},policy1,0,0,4,48000,387.574,7h7e,False
5,{'nodes': 48000},policy4,0,0,4,48000,378.692,7h7e,False
5,{'nodes': 48000},policy16,0,0,4,48000,327.814,7h7e,False
5,{'nodes': 48000},lmr,0,0,4,48000,291.382,7h7e,False
6,{'nodes': 48000},base,142,0,3,48000,296.786,7i7h,False
6,{'nodes': 48000},policy1,142,0,4,48000,379.654,7i7h,False
6,{'nodes': 48000},policy4,142,0,4,48000,285.687,7i7h,False
6,{'nodes': 48000},policy16,142,0,4,48000,363.235,7i7h,False
6,{'nodes': 48000},lmr,142,0,4,48000,317.464,7i7h,False
6,{'nodes': 48000},policy4lmr,142,0,4,48000,427.187,7i7h,False
7,{'nodes': 48000},policy1,0,0,4,48000,485.687,8h7g,False
7,{'nodes': 48000},policy4,0,0,4,48000,402.439,8h7g,False
7,{'nodes': 48000},policy16,0,0,4,48000,454.192,8h7g,False
7,{'nodes': 48000},lmr,0,0,5,48000,315.666,8h7g,False
7,{'nodes': 48000},policy4lmr,0,0,5,48000,398.078,8h7g,False
7,{'nodes': 48000},base,0,0,4,48000,343.56,8h7g,False
8,{'nodes': 48000},policy4,0,0,3,48000,291.58,P*2c,False
8,{'nodes': 48000},policy16,0,0,3,48000,346.316,P*2c,False
8,{'nodes': 48000},lmr,0,0,4,48000,244.803,P*2c,False
8,{'nodes': 48000},policy4lmr,0,0,4,48000,282.584,P*2c,False
8,{'nodes': 48000},base,0,0,3,48000,293.22,P*2c,False
8,{'nodes': 48000},policy1,0,0,3,48000,260.151,P*2c,False
9,{'nodes': 48000},policy16,76,0,4,48000,331.735,2i3g,False
9,{'nodes': 48000},lmr,76,0,4,48000,246.931,2i3g,False
9,{'nodes': 48000},policy4lmr,76,0,4,48000,290.992,2i3g,False
9,{'nodes': 48000},base,76,0,4,48000,309.121,2i3g,False
9,{'nodes': 48000},policy1,76,0,4,48000,332.684,2i3g,False
9,{'nodes': 48000},policy4,76,0,4,48000,314.861,2i3g,False
10,{'nodes': 48000},lmr,0,0,4,48000,277.785,7e7d,False
10,{'nodes': 48000},policy4lmr,0,0,4,48000,397.299,7e7d,False
10,{'nodes': 48000},base,0,0,4,48000,269.177,7e7d,False
10,{'nodes': 48000},policy1,0,0,4,48000,412.395,7e7d,False
10,{'nodes': 48000},policy4,0,0,4,48000,390.263,7e7d,False
10,{'nodes': 48000},policy16,0,0,4,48000,453.49,7e7d,False
11,{'nodes': 48000},policy4lmr,0,0,6,48000,350.943,3i2h,False
11,{'nodes': 48000},base,0,0,4,48000,333.821,3i2h,False
11,{'nodes': 48000},policy1,0,0,4,48000,356.7,3i2h,False
11,{'nodes': 48000},policy4,0,0,4,48000,320.286,3i2h,False
11,{'nodes': 48000},policy16,0,0,4,48000,324.092,3i2h,False
11,{'nodes': 48000},lmr,0,0,6,48000,299.516,3i2h,False
12,{'nodes': 48000},base,0,0,4,48000,304.069,7h6g,False
12,{'nodes': 48000},policy1,0,0,4,48000,473.818,7h6g,False
12,{'nodes': 48000},policy4,0,0,4,48000,489.621,7h6g,False
12,{'nodes': 48000},policy16,0,0,4,48000,491.901,7h6g,False
12,{'nodes': 48000},lmr,0,0,5,48000,367.621,7h6g,False
12,{'nodes': 48000},policy4lmr,0,0,5,48000,488.309,7h6g,False
13,{'nodes': 48000},policy1,0,0,2,48000,290.923,2h5h,False
13,{'nodes': 48000},policy4,0,0,2,48000,281.083,2h5h,False
13,{'nodes': 48000},policy16,0,0,2,48000,398.217,2h5h,False
13,{'nodes': 48000},lmr,0,0,2,48000,281.485,2h5h,False
13,{'nodes': 48000},policy4lmr,0,0,2,48000,256.913,2h5h,False
13,{'nodes': 48000},base,0,0,2,48000,312.726,2h5h,False
14,{'nodes': 48000},policy4,0,0,4,48000,329.531,7a6b,False
14,{'nodes': 48000},policy16,0,0,4,48000,323.526,7a6b,False
14,{'nodes': 48000},lmr,0,0,5,48000,300.925,7a6b,False
14,{'nodes': 48000},policy4lmr,0,0,5,48000,316.634,7a6b,False
14,{'nodes': 48000},base,0,0,4,48000,287.429,7a6b,False
14,{'nodes': 48000},policy1,0,0,4,48000,440.113,7a6b,False
15,{'nodes': 48000},policy16,0,0,4,48000,314.102,2d2e,False
15,{'nodes': 48000},lmr,0,0,5,48000,251.354,2d2e,False
15,{'nodes': 48000},policy4lmr,0,0,5,48000,280.691,2d2e,False
15,{'nodes': 48000},base,0,0,4,48000,316.062,2d2e,False
15,{'nodes': 48000},policy1,0,0,4,48000,307.829,2d2e,False
15,{'nodes': 48000},policy4,0,0,4,48000,336.574,2d2e,False
16,{'nodes': 48000},lmr,0,0,5,48000,344.405,5e5d,False
16,{'nodes': 48000},policy4lmr,0,0,5,48000,337.982,5e5d,False
16,{'nodes': 48000},base,0,0,4,48000,323.329,5e5d,False
16,{'nodes': 48000},policy1,0,0,4,48000,328.569,5e5d,False
16,{'nodes': 48000},policy4,0,0,4,48000,321.28,5e5d,False
16,{'nodes': 48000},policy16,0,0,4,48000,385.734,5e5d,False
17,{'nodes': 48000},policy4lmr,0,0,5,48000,287.92,2h2d,False
17,{'nodes': 48000},base,0,0,4,48000,325.888,2h2d,False
17,{'nodes': 48000},policy1,0,0,4,48000,339.775,2h2d,False
17,{'nodes': 48000},policy4,0,0,4,48000,298.826,2h2d,False
17,{'nodes': 48000},policy16,0,0,4,48000,287.372,2h2d,False
17,{'nodes': 48000},lmr,0,0,5,48000,333.191,2h2d,False
18,{'nodes': 48000},base,10,0,4,48000,298.573,3g3f,False
18,{'nodes': 48000},policy1,10,0,4,48000,359.432,3g3f,False
18,{'nodes': 48000},policy4,10,0,4,48000,376.726,3g3f,False
18,{'nodes': 48000},policy16,10,0,4,48000,403.93,3g3f,False
18,{'nodes': 48000},lmr,0,-10,5,48000,330.658,7g3c+,False
18,{'nodes': 48000},policy4lmr,0,-10,5,48000,384.095,7g3c+,False
19,{'nodes': 48000},policy1,31,0,4,48000,469.163,6b6c,False
19,{'nodes': 48000},policy4,31,0,4,48000,429.286,6b6c,False
19,{'nodes': 48000},policy16,31,0,4,48000,403.665,6b6c,False
19,{'nodes': 48000},lmr,31,0,4,48000,315.111,6b6c,False
19,{'nodes': 48000},policy4lmr,31,0,5,48000,413.06,6b6c,False
19,{'nodes': 48000},base,31,0,4,48000,363.17,6b6c,False
20,{'nodes': 48000},policy4,618,0,4,48000,359.544,5f8f,False
20,{'nodes': 48000},policy16,618,0,4,48000,386.846,5f8f,False
20,{'nodes': 48000},lmr,618,0,5,48000,269.208,5f8f,False
20,{'nodes': 48000},policy4lmr,618,0,5,48000,328.736,5f8f,False
20,{'nodes': 48000},base,618,0,4,48000,320.277,5f8f,False
20,{'nodes': 48000},policy1,618,0,4,48000,392.033,5f8f,False
21,{'nodes': 48000},policy16,0,0,4,48000,388.391,5c5d,False
21,{'nodes': 48000},lmr,127,127,4,48000,337.533,4c4d,False
21,{'nodes': 48000},policy4lmr,127,127,4,48000,395.93,4c4d,False
21,{'nodes': 48000},base,0,0,4,48000,392.139,5c5d,False
21,{'nodes': 48000},policy1,0,0,4,48000,357.666,5c5d,False
21,{'nodes': 48000},policy4,0,0,4,48000,390.484,5c5d,False
22,{'nodes': 48000},lmr,0,0,6,48000,281.474,3g3f,False
22,{'nodes': 48000},policy4lmr,0,0,6,48000,376.726,3g3f,False
22,{'nodes': 48000},base,0,0,4,48000,377.502,3g3f,False
22,{'nodes': 48000},policy1,0,0,4,48000,330.016,3g3f,False
22,{'nodes': 48000},policy4,0,0,4,48000,350.234,3g3f,False
22,{'nodes': 48000},policy16,0,0,4,48000,347.64,3g3f,False
23,{'nodes': 48000},policy4lmr,0,0,5,48000,316.111,7c7d,False
23,{'nodes': 48000},base,0,0,4,48000,299.33,7c7d,False
23,{'nodes': 48000},policy1,0,0,4,48000,386.906,7c7d,False
23,{'nodes': 48000},policy4,0,0,4,48000,284.416,7c7d,False
23,{'nodes': 48000},policy16,0,0,4,48000,286.96,7c7d,False
23,{'nodes': 48000},lmr,0,0,5,48000,322.23,7c7d,False
